
X,Numerical t = 4.99943,Analytical t = 4.99943,Numerical t = 10,Analytical t = 10,
-49.15,0,0,0,0,
-49.14,0,0,0,0,
-49.13,0,0,0,0,
-49.12,0,0,0,0,
-49.11,0,0,0,0,
-49.1,0,0,0,0,
-49.09,0,0,0,0,
-49.08,0,0,0,0,
-49.07,0,0,0,0,
-49.06,0,0,0,0,
-49.05,0,0,0,0,
-49.04,0,0,0,0,
-49.03,0,0,0,0,
-49.02,0,0,0,0,
-49.01,0,0,0,0,
-49,0,0,0,0,
-48.99,0,0,0,0,
-48.98,0,0,0,0,
-48.97,0,0,0,0,
-48.96,0,0,0,0,
-48.95,0,0,0,0,
-48.94,0,0,0,0,
-48.93,0,0,0,0,
-48.92,0,0,0,0,
-48.91,0,0,0,0,
-48.9,0,0,0,0,
-48.89,0,0,0,0,
-48.88,0,0,0,0,
-48.87,0,0,0,0,
-48.86,0,0,0,0,
-48.85,0,0,0,0,
-48.84,0,0,0,0,
-48.83,0,0,0,0,
-48.82,0,0,0,0,
-48.81,0,0,0,0,
-48.8,0,0,0,0,
-48.79,0,0,0,0,
-48.78,0,0,0,0,
-48.77,0,0,0,0,
-48.76,0,0,0,0,
-48.75,0,0,0,0,
-48.74,0,0,0,0,
-48.73,0,0,0,0,
-48.72,0,0,0,0,
-48.71,0,0,0,0,
-48.7,0,0,0,0,
-48.69,0,0,0,0,
-48.68,0,0,0,0,
-48.67,0,0,0,0,
-48.66,0,0,0,0,
-48.65,0,0,0,0,
-48.64,0,0,0,0,
-48.63,0,0,0,0,
-48.62,0,0,0,0,
-48.61,0,0,0,0,
-48.6,0,0,0,0,
-48.59,0,0,0,0,
-48.58,0,0,0,0,
-48.57,0,0,0,0,
-48.56,0,0,0,0,
-48.55,0,0,0,0,
-48.54,0,0,0,0,
-48.53,0,0,0,0,
-48.52,0,0,0,0,
-48.51,0,0,0,0,
-48.5,0,0,0,0,
-48.49,0,0,0,0,
-48.48,0,0,0,0,
-48.47,0,0,0,0,
-48.46,0,0,0,0,
-48.45,0,0,0,0,
-48.44,0,0,0,0,
-48.43,0,0,0,0,
-48.42,0,0,0,0,
-48.41,0,0,0,0,
-48.4,0,0,0,0,
-48.39,0,0,0,0,
-48.38,0,0,0,0,
-48.37,0,0,0,0,
-48.36,0,0,0,0,
-48.35,0,0,0,0,
-48.34,0,0,0,0,
-48.33,0,0,0,0,
-48.32,0,0,0,0,
-48.31,0,0,0,0,
-48.3,0,0,0,0,
-48.29,0,0,0,0,
-48.28,0,0,0,0,
-48.27,0,0,0,0,
-48.26,0,0,0,0,
-48.25,0,0,0,0,
-48.24,0,0,0,0,
-48.23,0,0,0,0,
-48.22,0,0,0,0,
-48.21,0,0,0,0,
-48.2,0,0,0,0,
-48.19,0,0,0,0,
-48.18,0,0,0,0,
-48.17,0,0,0,0,
-48.16,0,0,0,0,
-48.15,0,0,0,0,
-48.14,0,0,0,0,
-48.13,0,0,0,0,
-48.12,0,0,0,0,
-48.11,0,0,0,0,
-48.1,0,0,0,0,
-48.09,0,0,0,0,
-48.08,0,0,0,0,
-48.07,0,0,0,0,
-48.06,0,0,0,0,
-48.05,0,0,0,0,
-48.04,0,0,0,0,
-48.03,0,0,0,0,
-48.02,0,0,0,0,
-48.01,0,0,0,0,
-48,0,0,0,0,
-47.99,0,0,0,0,
-47.98,0,0,0,0,
-47.97,0,0,0,0,
-47.96,0,0,0,0,
-47.95,0,0,0,0,
-47.94,0,0,0,0,
-47.93,0,0,0,0,
-47.92,0,0,0,0,
-47.91,0,0,0,0,
-47.9,0,0,0,0,
-47.89,0,0,0,0,
-47.88,0,0,0,0,
-47.87,0,0,0,0,
-47.86,0,0,0,0,
-47.85,0,0,0,0,
-47.84,0,0,0,0,
-47.83,0,0,0,0,
-47.82,0,0,0,0,
-47.81,0,0,0,0,
-47.8,0,0,0,0,
-47.79,0,0,0,0,
-47.78,0,0,0,0,
-47.77,0,0,0,0,
-47.76,0,0,0,0,
-47.75,0,0,0,0,
-47.74,0,0,0,0,
-47.73,0,0,0,0,
-47.72,0,0,0,0,
-47.71,0,0,0,0,
-47.7,0,0,0,0,
-47.69,0,0,0,0,
-47.68,0,0,0,0,
-47.67,0,0,0,0,
-47.66,0,0,0,0,
-47.65,0,0,0,0,
-47.64,0,0,0,0,
-47.63,0,0,0,0,
-47.62,0,0,0,0,
-47.61,0,0,0,0,
-47.6,0,0,0,0,
-47.59,0,0,0,0,
-47.58,0,0,0,0,
-47.57,0,0,0,0,
-47.56,0,0,0,0,
-47.55,0,0,0,0,
-47.54,0,0,0,0,
-47.53,0,0,0,0,
-47.52,0,0,0,0,
-47.51,0,0,0,0,
-47.5,0,0,0,0,
-47.49,0,0,0,0,
-47.48,0,0,0,0,
-47.47,0,0,0,0,
-47.46,0,0,0,0,
-47.45,0,0,0,0,
-47.44,0,0,0,0,
-47.43,0,0,0,0,
-47.42,0,0,0,0,
-47.41,0,0,0,0,
-47.4,0,0,0,0,
-47.39,0,0,0,0,
-47.38,0,0,0,0,
-47.37,0,0,0,0,
-47.36,0,0,0,0,
-47.35,0,0,0,0,
-47.34,0,0,0,0,
-47.33,0,0,0,0,
-47.32,0,0,0,0,
-47.31,0,0,0,0,
-47.3,0,0,0,0,
-47.29,0,0,0,0,
-47.28,0,0,0,0,
-47.27,0,0,0,0,
-47.26,0,0,0,0,
-47.25,0,0,0,0,
-47.24,0,0,0,0,
-47.23,0,0,0,0,
-47.22,0,0,0,0,
-47.21,0,0,0,0,
-47.2,0,0,0,0,
-47.19,0,0,0,0,
-47.18,0,0,0,0,
-47.17,0,0,0,0,
-47.16,0,0,0,0,
-47.15,0,0,0,0,
-47.14,0,0,0,0,
-47.13,0,0,0,0,
-47.12,0,0,0,0,
-47.11,0,0,0,0,
-47.1,0,0,0,0,
-47.09,0,0,0,0,
-47.08,0,0,0,0,
-47.07,0,0,0,0,
-47.06,0,0,0,0,
-47.05,0,0,0,0,
-47.04,0,0,0,0,
-47.03,0,0,0,0,
-47.02,0,0,0,0,
-47.01,0,0,0,0,
-47,0,0,0,0,
-46.99,0,0,0,0,
-46.98,0,0,0,0,
-46.97,0,0,0,0,
-46.96,0,0,0,0,
-46.95,0,0,0,0,
-46.94,0,0,0,0,
-46.93,0,0,0,0,
-46.92,0,0,0,0,
-46.91,0,0,0,0,
-46.9,0,0,0,0,
-46.89,0,0,0,0,
-46.88,0,0,0,0,
-46.87,0,0,0,0,
-46.86,0,0,0,0,
-46.85,0,0,0,0,
-46.84,0,0,0,0,
-46.83,0,0,0,0,
-46.82,0,0,0,0,
-46.81,0,0,0,0,
-46.8,0,0,0,0,
-46.79,0,0,0,0,
-46.78,0,0,0,0,
-46.77,0,0,0,0,
-46.76,0,0,0,0,
-46.75,0,0,0,0,
-46.74,0,0,0,0,
-46.73,0,0,0,0,
-46.72,0,0,0,0,
-46.71,0,0,0,0,
-46.7,0,0,0,0,
-46.69,0,0,0,0,
-46.68,0,0,0,0,
-46.67,0,0,0,0,
-46.66,0,0,0,0,
-46.65,0,0,0,0,
-46.64,0,0,0,0,
-46.63,0,0,0,0,
-46.62,0,0,0,0,
-46.61,0,0,0,0,
-46.6,0,0,0,0,
-46.59,0,0,0,0,
-46.58,0,0,0,0,
-46.57,0,0,0,0,
-46.56,0,0,0,0,
-46.55,0,0,0,0,
-46.54,0,0,0,0,
-46.53,0,0,0,0,
-46.52,0,0,0,0,
-46.51,0,0,0,0,
-46.5,0,0,0,0,
-46.49,0,0,0,0,
-46.48,0,0,0,0,
-46.47,0,0,0,0,
-46.46,0,0,0,0,
-46.45,0,0,0,0,
-46.44,0,0,0,0,
-46.43,0,0,0,0,
-46.42,0,0,0,0,
-46.41,0,0,0,0,
-46.4,0,0,0,0,
-46.39,0,0,0,0,
-46.38,0,0,0,0,
-46.37,0,0,0,0,
-46.36,0,0,0,0,
-46.35,0,0,0,0,
-46.34,0,0,0,0,
-46.33,0,0,0,0,
-46.32,0,0,0,0,
-46.31,0,0,0,0,
-46.3,0,0,0,0,
-46.29,0,0,0,0,
-46.28,0,0,0,0,
-46.27,0,0,0,0,
-46.26,0,0,0,0,
-46.25,0,0,0,0,
-46.24,0,0,0,0,
-46.23,0,0,0,0,
-46.22,0,0,0,0,
-46.21,0,0,0,0,
-46.2,0,0,0,0,
-46.19,0,0,0,0,
-46.18,0,0,0,0,
-46.17,0,0,0,0,
-46.16,0,0,0,0,
-46.15,0,0,0,0,
-46.14,0,0,0,0,
-46.13,0,0,0,0,
-46.12,0,0,0,0,
-46.11,0,0,0,0,
-46.1,0,0,0,0,
-46.09,0,0,0,0,
-46.08,0,0,0,0,
-46.07,0,0,0,0,
-46.06,0,0,0,0,
-46.05,0,0,0,0,
-46.04,0,0,0,0,
-46.03,0,0,0,0,
-46.02,0,0,0,0,
-46.01,0,0,0,0,
-46,0,0,0,0,
-45.99,0,0,0,0,
-45.98,0,0,0,0,
-45.97,0,0,0,0,
-45.96,0,0,0,0,
-45.95,0,0,0,0,
-45.94,0,0,0,0,
-45.93,0,0,0,0,
-45.92,0,0,0,0,
-45.91,0,0,0,0,
-45.9,0,0,0,0,
-45.89,0,0,0,0,
-45.88,0,0,0,0,
-45.87,0,0,0,0,
-45.86,0,0,0,0,
-45.85,0,0,0,0,
-45.84,0,0,0,0,
-45.83,0,0,0,0,
-45.82,0,0,0,0,
-45.81,0,0,0,0,
-45.8,0,0,0,0,
-45.79,0,0,0,0,
-45.78,0,0,0,0,
-45.77,0,0,0,0,
-45.76,0,0,0,0,
-45.75,0,0,0,0,
-45.74,0,0,0,0,
-45.73,0,0,0,0,
-45.72,0,0,0,0,
-45.71,0,0,0,0,
-45.7,0,0,0,0,
-45.69,0,0,0,0,
-45.68,0,0,0,0,
-45.67,0,0,0,0,
-45.66,0,0,0,0,
-45.65,0,0,0,0,
-45.64,0,0,0,0,
-45.63,0,0,0,0,
-45.62,0,0,0,0,
-45.61,0,0,0,0,
-45.6,0,0,0,0,
-45.59,0,0,0,0,
-45.58,0,0,0,0,
-45.57,0,0,0,0,
-45.56,0,0,0,0,
-45.55,0,0,0,0,
-45.54,0,0,0,0,
-45.53,0,0,0,0,
-45.52,0,0,0,0,
-45.51,0,0,0,0,
-45.5,0,0,0,0,
-45.49,0,0,0,0,
-45.48,0,0,0,0,
-45.47,0,0,0,0,
-45.46,0,0,0,0,
-45.45,0,0,0,0,
-45.44,0,0,0,0,
-45.43,0,0,0,0,
-45.42,0,0,0,0,
-45.41,0,0,0,0,
-45.4,0,0,0,0,
-45.39,0,0,0,0,
-45.38,0,0,0,0,
-45.37,0,0,0,0,
-45.36,0,0,0,0,
-45.35,0,0,0,0,
-45.34,0,0,0,0,
-45.33,0,0,0,0,
-45.32,0,0,0,0,
-45.31,0,0,0,0,
-45.3,0,0,0,0,
-45.29,0,0,0,0,
-45.28,0,0,0,0,
-45.27,0,0,0,0,
-45.26,0,0,0,0,
-45.25,0,0,0,0,
-45.24,0,0,0,0,
-45.23,0,0,0,0,
-45.22,0,0,0,0,
-45.21,0,0,0,0,
-45.2,0,0,0,0,
-45.19,0,0,0,0,
-45.18,0,0,0,0,
-45.17,0,0,0,0,
-45.16,0,0,0,0,
-45.15,0,0,0,0,
-45.14,0,0,0,0,
-45.13,0,0,0,0,
-45.12,0,0,0,0,
-45.11,0,0,0,0,
-45.1,0,0,0,0,
-45.09,0,0,0,0,
-45.08,0,0,0,0,
-45.07,0,0,0,0,
-45.06,0,0,0,0,
-45.05,0,0,0,0,
-45.04,0,0,0,0,
-45.03,0,0,0,0,
-45.02,0,0,0,0,
-45.01,0,0,0,0,
-45,0,0,0,0,
-44.99,0,0,0,0,
-44.98,0,0,0,0,
-44.97,0,0,0,0,
-44.96,0,0,0,0,
-44.95,0,0,0,0,
-44.94,0,0,0,0,
-44.93,0,0,0,0,
-44.92,0,0,0,0,
-44.91,0,0,0,0,
-44.9,0,0,0,0,
-44.89,0,0,8.39912e-323,0,
-44.88,0,0,-2.71736e-322,0,
-44.87,0,0,4.94066e-322,0,
-44.86,0,0,-8.39912e-322,0,
-44.85,0,0,1.31916e-321,0,
-44.84,0,0,-2.04543e-321,0,
-44.83,0,0,3.14226e-321,0,
-44.82,0,0,-4.75785e-321,0,
-44.81,0,0,7.34182e-321,0,
-44.8,0,0,-1.15809e-320,0,
-44.79,0,0,1.85077e-320,0,
-44.78,0,0,-2.98663e-320,0,
-44.77,0,0,4.85518e-320,0,
-44.76,0,0,-7.91592e-320,0,
-44.75,0,0,1.29159e-319,0,
-44.74,0,0,-2.10912e-319,0,
-44.73,0,0,3.4427e-319,0,
-44.72,0,0,-5.61501e-319,0,
-44.71,0,0,9.15113e-319,0,
-44.7,0,0,-1.49016e-318,0,
-44.69,0,0,2.42427e-318,0,
-44.68,0,0,-3.94043e-318,0,
-44.67,0,0,6.39903e-318,0,
-44.66,0,0,-1.03827e-317,0,
-44.65,0,0,1.68328e-317,0,
-44.64,0,0,-2.72694e-317,0,
-44.63,0,0,4.41468e-317,0,
-44.62,0,0,-7.14263e-317,0,
-44.61,0,0,1.15502e-316,0,
-44.6,0,0,-1.86693e-316,0,
-44.59,0,0,3.0166e-316,0,
-44.58,0,0,-4.87307e-316,0,
-44.57,0,0,7.87095e-316,0,
-44.56,0,0,-1.27128e-315,0,
-44.55,0,0,2.0535e-315,0,
-44.54,0,0,-3.31771e-315,0,
-44.53,0,0,5.36203e-315,0,
-44.52,0,0,-8.67003e-315,0,
-44.51,0,0,1.40271e-314,0,
-44.5,0,0,-2.27105e-314,0,
-44.49,0,0,3.68002e-314,0,
-44.48,0,0,-5.96885e-314,0,
-44.47,0,0,9.69166e-314,0,
-44.46,0,0,-1.5755e-313,0,
-44.45,0,0,2.56444e-313,0,
-44.44,0,0,-4.17981e-313,0,
-44.43,0,0,6.82246e-313,0,
-44.42,0,0,-1.11524e-312,0,
-44.41,0,0,1.82582e-312,0,
-44.4,0,0,-2.99375e-312,0,
-44.39,0,0,4.91634e-312,0,
-44.38,0,0,-8.08595e-312,0,
-44.37,0,0,1.33189e-311,0,
-44.36,0,0,-2.19699e-311,0,
-44.35,0,0,3.62899e-311,0,
-44.34,0,0,-6.00214e-311,0,
-44.33,0,0,9.9391e-311,0,
-44.32,0,0,-1.64765e-310,0,
-44.31,0,0,2.73408e-310,0,
-44.3,0,0,-4.54084e-310,0,
-44.29,0,0,7.54719e-310,0,
-44.28,0,0,-1.25518e-309,0,
-44.27,0,0,2.08855e-309,0,
-44.26,0,0,-3.47656e-309,0,
-44.25,0,0,5.7885e-309,0,
-44.24,0,0,-9.63926e-309,0,
-44.23,0,0,1.60522e-308,0,
-44.22,0,0,-2.67296e-308,0,
-44.21,0,0,4.45014e-308,0,
-44.2,0,0,-7.4069e-308,0,
-44.19,0,0,1.23238e-307,0,
-44.18,0,0,-2.04955e-307,0,
-44.17,0,0,3.40683e-307,0,
-44.16,0,0,-5.65963e-307,0,
-44.15,0,0,9.39608e-307,0,
-44.14,0,0,-1.55884e-306,0,
-44.13,0,0,2.58421e-306,0,
-44.12,0,0,-4.28067e-306,0,
-44.11,0,0,7.08491e-306,0,
-44.1,0,0,-1.17161e-305,0,
-44.09,0,0,1.93571e-305,0,
-44.08,0,0,-3.19522e-305,0,
-44.07,0,0,5.26934e-305,0,
-44.06,0,0,-8.68157e-305,0,
-44.05,0,0,1.42897e-304,0,
-44.04,0,0,-2.34977e-304,0,
-44.03,0,0,3.86017e-304,0,
-44.02,0,0,-6.33526e-304,0,
-44.01,0,0,1.03872e-303,0,
-44,0,0,-1.70144e-303,0,
-43.99,0,0,2.7843e-303,0,
-43.98,0,0,-4.55202e-303,0,
-43.97,0,0,7.43508e-303,0,
-43.96,0,0,-1.2133e-302,0,
-43.95,0,0,1.97814e-302,0,
-43.94,0,0,-3.22229e-302,0,
-43.93,0,0,5.2444e-302,0,
-43.92,0,0,-8.52833e-302,0,
-43.91,0,0,1.38573e-301,0,
-43.9,0,0,-2.24984e-301,0,
-43.89,0,0,3.65002e-301,0,
-43.88,0,0,-5.91727e-301,0,
-43.87,0,0,9.58616e-301,0,
-43.86,0,0,-1.55195e-300,0,
-43.85,0,0,2.51095e-300,0,
-43.84,0,0,-4.06009e-300,0,
-43.83,0,0,6.56126e-300,0,
-43.82,0,0,-1.05976e-299,0,
-43.81,0,0,1.71086e-299,0,
-43.8,0,0,-2.76069e-299,0,
-43.79,0,0,4.45282e-299,0,
-43.78,0,0,-7.17929e-299,0,
-43.77,0,0,1.1571e-298,0,
-43.76,0,0,-1.8643e-298,0,
-43.75,0,0,3.00284e-298,0,
-43.74,0,0,-4.83539e-298,0,
-43.73,0,0,7.78439e-298,0,
-43.72,0,0,-1.25292e-297,0,
-43.71,0,0,2.01622e-297,0,
-43.7,0,0,-3.24397e-297,0,
-43.69,0,0,5.21852e-297,0,
-43.68,0,0,-8.39378e-297,0,
-43.67,0,0,1.34993e-296,0,
-43.66,0,0,-2.17077e-296,0,
-43.65,0,0,3.49033e-296,0,
-43.64,0,0,-5.61139e-296,0,
-43.63,0,0,9.02039e-296,0,
-43.62,0,0,-1.44987e-295,0,
-43.61,0,0,2.33013e-295,0,
-43.6,0,0,-3.7443e-295,0,
-43.59,0,0,6.01587e-295,0,
-43.58,0,0,-9.66392e-295,0,
-43.57,0,0,1.55213e-294,0,
-43.56,0,0,-2.49238e-294,0,
-43.55,0,0,4.00128e-294,0,
-43.54,0,0,-6.42203e-294,0,
-43.53,0,0,1.03044e-293,0,
-43.52,0,0,-1.65285e-293,0,
-43.51,0,0,2.65031e-293,0,
-43.5,0,0,-4.24809e-293,0,
-43.49,0,0,6.80632e-293,0,
-43.48,0,0,-1.09003e-292,0,
-43.47,0,0,1.74483e-292,0,
-43.46,0,0,-2.79156e-292,0,
-43.45,0,0,4.46378e-292,0,
-43.44,0,0,-7.13357e-292,0,
-43.43,0,0,1.13931e-291,0,
-43.42,0,0,-1.81844e-291,0,
-43.41,0,0,2.90043e-291,0,
-43.4,0,0,-4.62294e-291,0,
-43.39,0,0,7.36301e-291,0,
-43.38,0,0,-1.17182e-290,0,
-43.37,0,0,1.86349e-290,0,
-43.36,0,0,-2.96102e-290,0,
-43.35,0,0,4.70105e-290,0,
-43.34,0,0,-7.45728e-290,0,
-43.33,0,0,1.18193e-289,0,
-43.32,0,0,-1.87164e-289,0,
-43.31,0,0,2.9612e-289,0,
-43.3,0,0,-4.68086e-289,0,
-43.29,0,0,7.39253e-289,0,
-43.28,0,0,-1.16647e-288,0,
-43.27,0,0,1.83892e-288,0,
-43.26,0,0,-2.89647e-288,0,
-43.25,0,0,4.55824e-288,0,
-43.24,0,0,-7.16727e-288,0,
-43.23,0,0,1.12603e-287,0,
-43.22,0,0,-1.76765e-287,0,
-43.21,0,0,2.77275e-287,0,
-43.2,0,0,-4.34619e-287,0,
-43.19,0,0,6.8079e-287,0,
-43.18,0,0,-1.06573e-286,0,
-43.17,0,0,1.66741e-286,0,
-43.16,0,0,-2.60751e-286,0,
-43.15,0,0,4.07601e-286,0,
-43.14,0,0,-6.3696e-286,0,
-43.13,0,0,9.95177e-286,0,
-43.12,0,0,-1.55471e-285,0,
-43.11,0,0,2.42891e-285,0,
-43.1,0,0,-3.7953e-285,0,
-43.09,0,0,5.93221e-285,0,
-43.08,0,0,-9.27661e-285,0,
-43.07,0,0,1.45157e-284,0,
-43.06,0,0,-2.27317e-284,0,
-43.05,0,0,3.56332e-284,0,
-43.04,0,0,-5.59222e-284,0,
-43.03,0,0,8.78819e-284,0,
-43.02,0,0,-1.38319e-283,0,
-43.01,0,0,2.18077e-283,0,
-43,0,0,-3.44476e-283,0,
-42.99,0,0,5.45255e-283,0,
-42.98,0,0,-8.6496e-283,0,
-42.97,0,0,1.37532e-282,0,
-42.96,0,0,-2.19216e-282,0,
-42.95,0,0,3.50295e-282,0,
-42.94,0,0,-5.61196e-282,0,
-42.93,0,0,9.01418e-282,0,
-42.92,0,0,-1.45167e-281,0,
-42.91,0,0,2.34383e-281,0,
-42.9,0,0,-3.7938e-281,0,
-42.89,0,0,6.1557e-281,0,
-42.88,0,0,-1.00112e-280,0,
-42.87,0,0,1.63174e-280,0,
-42.86,0,0,-2.66502e-280,0,
-42.85,0,0,4.36086e-280,0,
-42.84,0,0,-7.14811e-280,0,
-42.83,0,0,1.1735e-279,0,
-42.82,0,0,-1.92918e-279,0,
-42.81,0,0,3.17528e-279,0,
-42.8,0,0,-5.23164e-279,0,
-42.79,0,0,8.62714e-279,0,
-42.78,0,0,-1.42364e-278,0,
-42.77,0,0,2.35056e-278,0,
-42.76,0,0,-3.88256e-278,0,
-42.75,0,0,6.41478e-278,0,
-42.74,0,0,-1.06001e-277,0,
-42.73,0,0,1.75165e-277,0,
-42.72,0,0,-2.89437e-277,0,
-42.71,0,0,4.78174e-277,0,
-42.7,0,0,-7.89777e-277,0,
-42.69,0,0,1.30399e-276,0,
-42.68,0,0,-2.15213e-276,0,
-42.67,0,0,3.5502e-276,0,
-42.66,0,0,-5.85337e-276,0,
-42.65,0,0,9.64503e-276,0,
-42.64,0,0,-1.58828e-275,0,
-42.63,0,0,2.6137e-275,0,
-42.62,0,0,-4.2981e-275,0,
-42.61,0,0,7.06275e-275,0,
-42.6,0,0,-1.15967e-274,0,
-42.59,0,0,1.90261e-274,0,
-42.58,0,0,-3.11893e-274,0,
-42.57,0,0,5.10853e-274,0,
-42.56,0,0,-8.36011e-274,0,
-42.55,0,0,1.36694e-273,0,
-42.54,0,0,-2.23304e-273,0,
-42.53,0,0,3.64464e-273,0,
-42.52,0,0,-5.94314e-273,0,
-42.51,0,0,9.68225e-273,0,
-42.5,0,0,-1.57592e-272,0,
-42.49,0,0,2.56261e-272,0,
-42.48,0,0,-4.16317e-272,0,
-42.47,0,0,6.757e-272,0,
-42.46,0,0,-1.09565e-271,0,
-42.45,0,0,1.7749e-271,0,
-42.44,0,0,-2.87252e-271,0,
-42.43,0,0,4.64447e-271,0,
-42.42,0,0,-7.50228e-271,0,
-42.41,0,0,1.21069e-270,0,
-42.4,0,0,-1.95191e-270,0,
-42.39,0,0,3.14393e-270,0,
-42.38,0,0,-5.05906e-270,0,
-42.37,0,0,8.13308e-270,0,
-42.36,0,0,-1.30626e-269,0,
-42.35,0,0,2.09601e-269,0,
-42.34,0,0,-3.36008e-269,0,
-42.33,0,0,5.38147e-269,0,
-42.32,0,0,-8.61093e-269,0,
-42.31,0,0,1.37657e-268,0,
-42.3,0,0,-2.19863e-268,0,
-42.29,0,0,3.50841e-268,0,
-42.28,0,0,-5.59345e-268,0,
-42.27,0,0,8.9097e-268,0,
-42.26,0,0,-1.41796e-267,0,
-42.25,0,0,2.25471e-267,0,
-42.24,0,0,-3.58215e-267,0,
-42.23,0,0,5.68631e-267,0,
-42.22,0,0,-9.01894e-267,0,
-42.21,0,0,1.42931e-266,0,
-42.2,0,0,-2.26331e-266,0,
-42.19,0,0,3.58114e-266,0,
-42.18,0,0,-5.66188e-266,0,
-42.17,0,0,8.94479e-266,0,
-42.16,0,0,-1.41207e-265,0,
-42.15,0,0,2.22755e-265,0,
-42.14,0,0,-3.51148e-265,0,
-42.13,0,0,5.53162e-265,0,
-42.12,0,0,-8.70808e-265,0,
-42.11,0,0,1.36996e-264,0,
-42.1,0,0,-2.15386e-264,0,
-42.09,0,0,3.38423e-264,0,
-42.08,0,0,-5.31425e-264,0,
-42.07,0,0,8.34014e-264,0,
-42.06,0,0,-1.30817e-263,0,
-42.05,0,0,2.05078e-263,0,
-42.04,0,0,-3.21328e-263,0,
-42.03,0,0,5.03224e-263,0,
-42.02,0,0,-7.87708e-263,0,
-42.01,0,0,1.23245e-262,0,
-42,0,0,-1.92743e-262,0,
-41.99,0,0,3.01302e-262,0,
-41.98,0,0,-4.70811e-262,0,
-41.97,0,0,7.35392e-262,0,
-41.96,0,0,-1.14822e-261,0,
-41.95,0,0,1.79215e-261,0,
-41.94,0,0,-2.79618e-261,0,
-41.93,0,0,4.36122e-261,0,
-41.92,0,0,-6.79994e-261,0,
-41.91,0,0,1.05989e-260,0,
-41.9,0,0,-1.65149e-260,0,
-41.89,0,0,2.57249e-260,0,
-41.88,0,0,-4.00588e-260,0,
-41.87,0,0,6.236e-260,0,
-41.86,0,0,-9.70467e-260,0,
-41.85,0,0,1.5098e-259,0,
-41.84,0,0,-2.34813e-259,0,
-41.83,0,0,3.65079e-259,0,
-41.82,0,0,-5.67427e-259,0,
-41.81,0,0,8.81635e-259,0,
-41.8,0,0,-1.36936e-258,0,
-41.79,0,0,2.12615e-258,0,
-41.78,0,0,-3.29999e-258,0,
-41.77,0,0,5.11994e-258,0,
-41.76,0,0,-7.94046e-258,0,
-41.75,0,0,1.23097e-257,0,
-41.74,0,0,-1.9075e-257,0,
-41.73,0,0,2.95453e-257,0,
-41.72,0,0,-4.57414e-257,0,
-41.71,0,0,7.07815e-257,0,
-41.7,0,0,-1.09474e-256,0,
-41.69,0,0,1.69228e-256,0,
-41.68,0,0,-2.61454e-256,0,
-41.67,0,0,4.0371e-256,0,
-41.66,0,0,-6.22997e-256,0,
-41.65,0,0,9.60802e-256,0,
-41.64,0,0,-1.48083e-255,0,
-41.63,0,0,2.28079e-255,0,
-41.62,0,0,-3.51049e-255,0,
-41.61,0,0,5.39934e-255,0,
-41.6,0,0,-8.29839e-255,0,
